OBJECTID,TENCODE,ADDRESS,OWNER1,OWNER2,BLDG_CODE,BLDG_DESC,BRT_ID,GROSS_AREA,YEAR,SEASON,VL_NUM,NUMPARCELS,SQ_FT,TREES_NUM,TARGETAREA,GROUP_,GRID,CCD,CCD_PERSON,ADDR_RANGE,ZIPCODE,Shape__Area,Shape__Length
6605,6212002419,2419 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291229400,1104,2014,Fall,VL2956_PHA,6,6840,0,PHA,,290,5,Darrell L. Clarke,2409-19 W OXFORD ST,19121,1095.15777587891,169.841873830977
6606,6212002414,2414 W OXFORD ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,291217200,936,2017,Fall,VL3726NC_CLP,13,12203,0,Cecil B Moore,,290,5,Darrell L. Clarke,2406-2430 W OXFORD ST,19121,981.7353515625,151.467842954031
6607,6212002412,2412 W OXFORD ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,291217150,936,2017,Fall,VL3726NC_CLP,13,12203,0,Cecil B Moore,,290,5,Darrell L. Clarke,2406-2430 W OXFORD ST,19121,933.786010742188,149.75724720237
6608,6212002345,2345 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291228200,1082,2016,Spring,VL3401_PHA,3,3675,0,PHA,,290,5,Darrell L. Clarke,2341-45 W OXFORD ST,19121,1125.08502197266,167.642480271685
6609,6212002525,2525 W OXFORD ST,RUTH DEMBY & JAMES, ,SR,VAC LAND RES < ACRE,324001400,1054,2016,Spring,VL3404_PHA,7,7384,0,PHA,,290,5,Darrell L. Clarke,2521-33 W OXFORD ST,19121,1098.98272705078,168.228339398756
6610,6212002448,2448 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291218900,936,2017,Fall,VL3727NC_CLP,6,5700,0,Cecil B Moore,,290,5,Darrell L. Clarke,2438-2448 W OXFORD ST,19121,925.794128417969,148.216738069135
6611,4054002316,2316 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291122800,513,2016,Spring,VL3366_PHA,21,15083,0,PHA,,290,5,Darrell L. Clarke,"2301-03 MASTER ST; 2327-29 MASTER ST; 1400 N 23RD ST; 2302-34 HARLAN ST",19121,510.692749023438,103.054742114555
6612,4054002340,2340 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291124010,560,2016,Fall,VL3603_PHA,7,3900,0,PHA,,290,5,Darrell L. Clarke,"2333-35 MASTER ST; 2338-46 HARLAN ST",19121,579.928771972656,109.524382705142
6613,2201002342,2342 CECIL B MOORE AVE,PAULINE L HARRIS, ,SC,VAC LAND COMM. < ACRE,291257600,1522,2014,Fall,VL2953_PHA,2,2800,0,PHA,,290,5,Darrell L. Clarke,"2342 CECIL B MOORE AVE; 2351 NICHOLAS ST",19121,1522.43048095703,199.427322158441
6614,7484002338,2338 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291168600,501,2016,Spring,VL3383_PHA,12,7157,0,PHA,,290,5,Darrell L. Clarke,"2336-38 STEWART ST; 2319-37 SHARSWOOD ST",19121,501.333129882813,103.268485042231
6615,5428002418,2418 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291102800,830,2016,Spring,VL3358_PHA,2,1800,0,PHA,,290,5,Darrell L. Clarke,2418-20 MASTER ST,19121,830.329345703125,154.831197680377
6616,3830007000,7000 GRAYS AVE,SANTOSUSSO RICHARD, ,SR,VAC LAND RES < ACRE,406191200,1336,2017,Spring,VL3570SW_CLP,1,1694,0,SOUTHWEST PHILADELPHIA,,369,2,Kenyatta Johnson,7000 GRAYS AVE,19142,1325.47747802734,196.911220671158
6617,4054002318,2318 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291122900,513,2016,Spring,VL3366_PHA,21,15083,0,PHA,,290,5,Darrell L. Clarke,"2301-03 MASTER ST; 2327-29 MASTER ST; 1400 N 23RD ST; 2302-34 HARLAN ST",19121,526.111755371094,103.810467499635
6618,6212002514,2514 W OXFORD ST,MAJOR GLEN WILLIAMS,RUTH,SR,VAC LAND RES < ACRE,291219810,1373,2017,Fall,VL3731NC_CLP,1,1290,0,Cecil B Moore,,290,5,Darrell L. Clarke,2514 W OXFORD ST,19121,1373.58807373047,204.785911824275
6619,6212002415,2415 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291229210,1104,2014,Fall,VL2956_PHA,6,6840,0,PHA,,290,5,Darrell L. Clarke,2409-19 W OXFORD ST,19121,1058.16809082031,168.509012022923
6620,5980002351,2351 NICHOLAS ST,BROWN ERNESTINE, ,SR,VAC LAND RES < ACRE,291253200,951,2014,Fall,VL2953_PHA,2,2800,0,PHA,,290,5,Darrell L. Clarke,"2343 CECIL B MOORE AVE; 2351 NICHOLAS ST",19121,951.648132324219,145.796868714386
6621,8832001503,1503 N 27TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291379710,1575,2016,Fall,VL2966_PHA,1,1890,0,PHA,,290,5,Darrell L. Clarke,1503 N 27TH ST,19121,1579.11877441406,210.13766648918
6622,7484002401,2401 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291177300,655,2006,Fall,VL0914_PHA,24,15547,0,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,655.945190429688,114.997073270085
6623,7226002328,2328 SHARSWOOD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291144510,684,2016,Spring,VL3374_PHA,35,27059,0,PHA,,290,5,Darrell L. Clarke,"2303-47 HARLAN ST; 2304-16 SHARSWOOD ST; 2326-34 SHARSWOOD ST",19121,698.556640625,126.643087683376
6624,4492002434,2434 INGERSOLL ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291080600,598,2016,Spring,VL3347_PHA,12,8300,0,PHA,,290,5,Darrell L. Clarke,2412-34 INGERSOLL ST,19121,595.953674316406,113.691304619131
6625,4054002346,2346 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291124300,560,2016,Fall,VL3603_PHA,7,3900,0,PHA,,290,5,Darrell L. Clarke,"2333-35 MASTER ST; 2338-46 HARLAN ST",19121,571.916687011719,109.187274744046
6626,7812002546,2546 TURNER ST,WILHELMINA HARDY, ,O50,ROW 3 STY MASONRY,324015600,855,2014,Fall,VL2965_PHA,2,945,0,PHA,,290,5,Darrell L. Clarke,"2546 TURNER ST; 1615 N 26TH ST",19121,820.649291992188,142.690837849131
6627,4054002513,2513 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291137800,598,2016,Spring,VL3382_PHA,22,12176,0,PHA,,290,5,Darrell L. Clarke,"1410-12 N 25TH ST; 2510-26 HARLAN ST; 2501-19 HARLAN ST;2516 SHARSWOOD ST",19121,588.104858398438,112.67918858358
6628,7200002439,2439 SEYBERT ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291071810,598,2016,Spring,VL3348_PHA,2,1092,0,PHA,,290,5,Darrell L. Clarke,2437-39 SEYBERT ST,19121,589.465759277344,114.290753998227
6629,8832001607,1607 N 27TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324127200,525,2016,Spring,VL3409_PHA,6,7713,0,PHA,,290,5,Darrell L. Clarke,"1607-13 N 27TH ST; 2623 WEST OXFORD ST; 1602 N BAILEY ST",19121,539.619689941406,102.019878403816
6630,5980002449,2449 NICHOLAS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291255710,778,2016,Spring,VL3419_PHA,2,1458,0,PHA,,290,5,Darrell L. Clarke,2447-49 NICHOLAS ST,19121,776.547180175781,139.714372164228
6631,7484002435,2435 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291179000,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,551.940856933594,107.996418715619
6632,6212002410,2410 W OXFORD ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,291217100,936,2017,Fall,VL3726NC_CLP,13,12203,0,Cecil B Moore,,290,5,Darrell L. Clarke,2406-2430 W OXFORD ST,19121,946.203063964844,150.086832601778
6633,4054002343,2343 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291133700,546,2016,Spring,VL3374_PHA,35,27059,0,PHA,,290,5,Darrell L. Clarke,"2303-47 HARLAN ST; 2304-16 SHARSWOOD ST; 2326-34 SHARSWOOD ST",19121,526.004760742188,103.721251321641
6634,8828001616,1616 N 25TH ST,WAYLAND TEMPLE DEV,CORP,SR,VAC LAND RES < ACRE,324085200,1088,2014,Fall,VL2959_PHA,2,2201,0,PHA,,290,5,Darrell L. Clarke,1616-18 N 25TH ST,19121,1088.66235351563,168.499682227383
6635,8828001433,1433 N 25TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291326600,879,2007,Fall,VL1202_PHA,2,2368,1,PHA,,290,5,Darrell L. Clarke,1431-1433 N 25TH ST,19121,877.072387695313,141.387702700337
6636,6212002418,2418 W OXFORD ST,PHILA HOUSING AUTHORITY, ,U50,ROW CONV/APT 3STY MASONRY,291217400,864,2017,Fall,VL3726NC_CLP,13,12203,0,Cecil B Moore,,290,5,Darrell L. Clarke,2406-2430 W OXFORD ST,19121,864.291198730469,147.197936690881
6637,4054002512,2512 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291127610,497,2016,Spring,VL3382_PHA,22,12176,0,PHA,,290,5,Darrell L. Clarke,"1410-12 N 25TH ST; 2510-26 HARLAN ST; 2501-19 HARLAN ST;2516 SHARSWOOD ST",19121,508.291259765625,100.351894111763
6638,7812002420,2420 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291237200,790,2016,Spring,VL3403_PHA,5,3708,0,PHA,,290,5,Darrell L. Clarke,2414-22 TURNER ST,19121,774.928955078125,138.510484927368
6639,7200002437,2437 SEYBERT ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291071710,598,2016,Spring,VL3348_PHA,2,1092,0,PHA,,290,5,Darrell L. Clarke,2437-39 SEYBERT ST,19121,573.754821777344,113.413104491652
6640,7716002425,2425 W THOMPSON ST,HARRISON INC, ,SR,VAC LAND RES < ACRE,291048600,1395,2016,Spring,VL3335_PHA,3,4050,0,PHA,,290,5,Darrell L. Clarke,2423-27 W THOMPSON ST,19121,1416.32470703125,213.323729743339
6641,4492002412,2412 INGERSOLL ST,PHILA HOUSING AUTHORITY, ,O30,ROW 2 STY MASONRY,291079500,598,2016,Spring,VL3347_PHA,12,8300,0,PHA,,290,5,Darrell L. Clarke,2412-34 INGERSOLL ST,19121,572.079711914063,110.777992792108
6642,4492002456,2456 INGERSOLL ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291081700,581,2006,Fall,VL0879_PHA,2,1282,4,PHA,,290,5,Darrell L. Clarke,"2456 INGERSOLL ST; 2457 SEYBERT ST",19121,597.869506835938,114.050146411643
6643,6212002420,2420 W OXFORD ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,291217500,936,2017,Fall,VL3726NC_CLP,13,12203,0,Cecil B Moore,,290,5,Darrell L. Clarke,2406-2430 W OXFORD ST,19121,932.002807617188,149.609679565501
6644,7226002333,2333 SHARSWOOD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291157810,658,2016,Spring,VL3383_PHA,12,7157,0,PHA,,290,5,Darrell L. Clarke,"2336-38 STEWART ST; 2319-37 SHARSWOOD ST",19121,639.850280761719,120.265211857851
6645,6212002428,2428 W OXFORD ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,291217900,988,2017,Fall,VL3726NC_CLP,13,12203,0,Cecil B Moore,,290,5,Darrell L. Clarke,2406-2430 W OXFORD ST,19121,988.940368652344,151.25725940419
6646,4054002414,2414 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291125200,587,2016,Spring,VL3372_PHA,3,1770,0,PHA,,290,5,Darrell L. Clarke,"2412-14 HARLAN ST; 2411 MASTER ST",19121,581.197631835938,111.502288123849
6647,5980002447,2447 NICHOLAS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291255610,778,2016,Spring,VL3419_PHA,2,1458,0,PHA,,290,5,Darrell L. Clarke,2447-49 NICHOLAS ST,19121,784.37890625,139.944584888073
6648,4602002505,2505 JEFFERSON ST,MT ZION PENTECOSTAL,HOLINESS CHURCH OF,WC0,ROW 3 STY MASONRY,772153000,1643,2016,Fall,VL3612_PHA,3,4838,0,PHA,,290,5,Darrell L. Clarke,2501-05 JEFFERSON ST,19121,1704.68414306641,205.336655240394
6649,8826001316,1316 N 24TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291313410,866,2016,Spring,VL3331_PHA,12,11989,0,PHA,,290,5,Darrell L. Clarke,"1300-18 N 24TH ST; 2403-05 W THOMPSON ST",19121,886.09912109375,144.484115614395
6650,4054002319,2319 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291132400,560,2016,Spring,VL3374_PHA,35,27059,0,PHA,,290,5,Darrell L. Clarke,"2303-47 HARLAN ST; 2304-16 SHARSWOOD ST; 2326-34 SHARSWOOD ST",19121,557.678100585938,108.649684676641
6651,7484002425,2425 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291178500,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,545.579528808594,110.030009117938
6652,7484002403,2403 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291177400,706,2006,Fall,VL0914_PHA,24,15547,0,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,706.608093261719,117.562143600282
6653,8828001503,1503 N 25TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291327400,940,2016,Fall,VL3613_PHA,6,6580,0,PHA,,290,5,Darrell L. Clarke,1503-13 N 25TH ST,19121,958.749633789063,148.516749100858
6654,7812002500,2500 TURNER ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,324013301,904,2014,Fall,VL2958_PHA,2,1905,0,PHA,,290,5,Darrell L. Clarke,"2501 W OXFORD ST; 2500 TURNER ST",19121,916.317260742188,145.283719535704
6655,8826001305,1305 N 24TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291310400,892,2016,Spring,VL3330_PHA,5,4875,0,PHA,,290,5,Darrell L. Clarke,1301-09 N 24TH ST,19121,892.430541992188,155.499836936739
6656,7812002540,2540 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324015301,791,2017,Fall,VL3718NC_CLP,1,728,0,Cecil B Moore,,290,5,Darrell L. Clarke,2540 TURNER ST,19121,777.568237304688,141.072145951681
6657,7484002336,2336 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291168510,546,2016,Spring,VL3383_PHA,12,7157,0,PHA,,290,5,Darrell L. Clarke,"2336-38 STEWART ST; 2319-37 SHARSWOOD ST",19121,565.571655273438,106.442109148239
6658,8828001431,1431 N 25TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291326500,870,2007,Fall,VL1202_PHA,2,2368,1,PHA,,290,5,Darrell L. Clarke,1431-1433 N 25TH ST,19121,860.983032226563,140.937208995284
6659,6212002521,2521 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324001201,1054,2016,Spring,VL3404_PHA,7,7384,0,PHA,,290,5,Darrell L. Clarke,2521-33 W OXFORD ST,19121,1038.91986083984,166.530635194685
6660,8828001531,1531 N 25TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291328800,855,2016,Fall,VL3611_PHA,3,2745,0,PHA,,290,5,Darrell L. Clarke,1527-31 N 25TH ST,19121,897.426391601563,146.132902736026
6661,4054002338,2338 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291123910,547,2016,Fall,VL3603_PHA,7,3900,0,PHA,,290,5,Darrell L. Clarke,"2333-35 MASTER ST; 2338-46 HARLAN ST",19121,547.869018554688,107.985207876977
6662,4492002501,2501 INGERSOLL ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291091010,707,2006,Fall,VL0882_PHA,1,732,2,PHA,,290,5,Darrell L. Clarke,2501 INGERSOLL ST,19121,712.270202636719,121.130524507012
6663,5428002313,2313 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291113310,762,2006,Fall,VL0909_PHA,9,7293,5,PHA,,290,5,Darrell L. Clarke,2307-2323 MASTER ST,19121,757.380981445313,130.841678548094
6664,8828001511,1511 N 25TH ST,PHILA HOUSING AUTHORITY, ,U50,ROW CONV/APT 3STY MASONRY,291327800,931,2016,Fall,VL3613_PHA,6,6580,0,PHA,,290,5,Darrell L. Clarke,1503-13 N 25TH ST,19121,931.26123046875,147.686287703996
6665,4602002445,2445 JEFFERSON ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291191910,960,2006,Fall,VL0918_PHA,4,3840,2,PHA,,290,5,Darrell L. Clarke,2441-2447 JEFFERSON ST,19121,938.920837402344,152.040315220844
6666,8832001613,1613 N 27TH ST,WILLIE THOMAS, ,SR,VAC LAND RES < ACRE,324127600,1285,2016,Spring,VL3409_PHA,6,7713,0,PHA,,290,5,Darrell L. Clarke,"1607-13 N 27TH ST; 2623 WEST OXFORD ST; 1602 N BAILEY ST",19121,1285.31536865234,205.05941781035
6667,5428002333,2333 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291114300,702,2016,Fall,VL3603_PHA,7,3900,0,PHA,,290,5,Darrell L. Clarke,"2333-35 MASTER ST; 2338-46 HARLAN ST",19121,682.792175292969,127.982715597848
6668,7484002348,2348 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291169100,624,2016,Fall,VL3606_PHA,6,3637,0,PHA,,290,5,Darrell L. Clarke,"2342-48 STEWART ST; 2343 SHARSWOOD ST; 2347 SHARSWOOD ST",19121,617.314758300781,109.49802246103
6669,4054002429,2429 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291135600,634,2016,Spring,VL3379_PHA,1,481,0,PHA,,290,5,Darrell L. Clarke,2429 HARLAN ST,19121,634.270446777344,116.019488381823
6670,7484002322,2322 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291167800,540,2006,Fall,VL0913_PHA,7,1363,0,PHA,,291,5,Darrell L. Clarke,2320-2332 STEWART ST,19121,530.226745605469,106.267465693739
6671,5428002411,2411 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291115400,986,2016,Spring,VL3372_PHA,3,1770,0,PHA,,290,5,Darrell L. Clarke,"2412-14 HARLAN ST; 2411 MASTER ST",19121,975.81982421875,138.510603144793
6672,7484002445,2445 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291179500,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,563.384582519531,108.269303627079
6673,4492002453,2453 INGERSOLL ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291090600,598,2006,Fall,VL0880_PHA,4,2969,2,PHA,,290,5,Darrell L. Clarke,"2448 MASTER ST; 2453-2457 INGERSOLL ST",19121,591.059265136719,113.654148418174
6674,7812002506,2506 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324013601,791,2016,Spring,VL3408_PHA,2,1482,0,PHA,,290,5,Darrell L. Clarke,2506-08 TURNER ST,19121,782.21337890625,140.510430546779
6675,4054002430,2430 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291126000,587,2016,Spring,VL3373_PHA,3,1482,0,PHA,,290,5,Darrell L. Clarke,2428-32 HARLAN ST,19121,599.877258300781,111.724307194246
6676,7484002433,2433 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291178900,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,569.028564453125,108.82221994054
6677,7812002511,2511 TURNER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324020201,851,2016,Spring,VL3410_PHA,1,884,0,PHA,,290,5,Darrell L. Clarke,2511 TURNER ST,19121,851.796020507813,153.842290749065
6678,5980002430,2430 NICHOLAS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291249300,883,2016,Fall,VL0923_PHA,3,2881,1,PHA,,290,5,Darrell L. Clarke,2430-34 NICHOLAS ST,19121,870.567626953125,152.291207783634
6679,4054002519,2519 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291138110,598,2016,Spring,VL3382_PHA,22,12176,0,PHA,,290,5,Darrell L. Clarke,"1410-12 N 25TH ST; 2510-26 HARLAN ST; 2501-19 HARLAN ST;2516 SHARSWOOD ST",19121,591.028015136719,112.693443608618
6680,4492002421,2421 INGERSOLL ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291089000,646,2016,Spring,VL3360_PHA,12,7110,0,PHA,,290,5,Darrell L. Clarke,2421-43 INGERSOLL ST,19121,646.413757324219,115.706574250417
6681,2201002402,2402 CECIL B MOORE AVE,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291257800,1070,2006,Fall,VL0909_PHA,4,4377,4,PHA,,290,5,Darrell L. Clarke,"2400-2402 CECIL B MOORE AVE; 2401-2403 NICHOLAS ST",19121,1036.78826904297,168.774838818113
6682,7812002445,2445 TURNER ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,291244500,883,2016,Spring,VL3417_PHA,2,1742,0,PHA,,290,5,Darrell L. Clarke,2443-45 TURNER ST,19121,861.963012695313,151.35585777813
6683,6212002341,2341 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291228000,1082,2016,Spring,VL3401_PHA,3,3675,0,PHA,,290,5,Darrell L. Clarke,2341-45 W OXFORD ST,19121,1049.63049316406,165.385500473476
6684,7484002408,2408 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291169400,560,2006,Fall,VL0915_PHA,17,13066,5,PHA,,290,5,Darrell L. Clarke,"2408-2412; 2418-2444 STEWART ST",19121,546.323791503906,108.569046151979
6685,5428002401,2401 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291114900,883,2016,Spring,VL3370_PHA,1,864,0,PHA,,290,5,Darrell L. Clarke,2401 MASTER ST,19121,907.755493164063,135.825717585763
6686,7226002343,2343 SHARSWOOD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291158300,658,2016,Fall,VL3606_PHA,6,3637,0,PHA,,290,5,Darrell L. Clarke,"2342-48 STEWART ST; 2343 SHARSWOOD ST; 2347 SHARSWOOD ST",19121,653.82666015625,121.376241205607
6687,5428002317,2317 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291113510,805,2006,Fall,VL0909_PHA,9,7293,5,PHA,,290,5,Darrell L. Clarke,2307-2323 MASTER ST,19121,805.563598632813,132.420151353853
6688,4602002617,2617 JEFFERSON ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291194500,978,2016,Spring,VL3388_PHA,1,1200,0,PHA,,290,5,Darrell L. Clarke,2617 JEFFERSON ST,19121,972.045349121094,187.6600246647
6689,4054002322,2322 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291123100,527,2016,Spring,VL3366_PHA,21,15083,0,PHA,,290,5,Darrell L. Clarke,"2301-03 MASTER ST; 2327-29 MASTER ST; 1400 N 23RD ST; 2302-34 HARLAN ST",19121,529.294555664063,104.190789352804
6690,6212002449,2449 W OXFORD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291230900,1104,2014,Fall,VL2957_PHA,3,3577,0,PHA,,290,5,Darrell L. Clarke,2445-49 W OXFORD ST,19121,1127.19714355469,171.692342541827
6691,8826001306,1306 N 24TH ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291312900,866,2016,Spring,VL3331_PHA,12,11989,0,PHA,,290,5,Darrell L. Clarke,"1300-18 N 24TH ST; 2403-05 W THOMPSON ST",19121,896.291320800781,144.718871939112
6692,4902006606,6606 LANSDOWNE AVE,PEREZ NOEL, ,SR,VAC LAND RES < ACRE,344021900,1425,2004,Fall,VL0597WP,4,5292,0,West Philadelphia,,299,4,"Curtis Jones, Jr.",6600-6606 LANSDOWNE AVENUE,19151,1478.74652099609,222.633677307577
6693,5428002420,2420 MASTER ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291102900,960,2016,Spring,VL3358_PHA,2,1800,0,PHA,,290,5,Darrell L. Clarke,2418-20 MASTER ST,19121,955.287109375,153.114309287425
6694,7226002335,2335 SHARSWOOD ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291157900,658,2016,Spring,VL3383_PHA,12,7157,0,PHA,,290,5,Darrell L. Clarke,"2336-38 STEWART ST; 2319-37 SHARSWOOD ST",19121,688.017578125,122.7840515242
6695,4054002428,2428 HARLAN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291125900,587,2016,Spring,VL3373_PHA,3,1482,0,PHA,,290,5,Darrell L. Clarke,2428-32 HARLAN ST,19121,588.955993652344,111.34512693948
6696,7484002431,2431 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291178810,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,567.285400390625,108.725764930261
6697,7484002443,2443 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291179410,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,558.782287597656,108.041029833513
6698,7484002447,2447 STEWART ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,291179610,574,2006,Fall,VL0914_PHA,24,15547,10,PHA,,290,5,Darrell L. Clarke,"2401-07 STEWART ST; 2411-55 STEWART ST; 2440 JEFFERSON ST",19121,560.03466796875,108.300148103091
